key,Genero,PersonID,MusicID,SegmentID,RepetitionID,MetaID,tempo_ms,LimInf_Nota,LimSup_Nota,LimInf_Freq,LimSupFreq,LimInf_Cifrado,LimSup_Cifrado
F02_0418_0001_1,F,F02,0418,0001,1,,722892,60,72,261.6255653005986,523.2511306011972,C4,C5
F02_0418_0001_2,F,F02,0418,0001,2,,722892,60,72,261.6255653005986,523.2511306011972,C4,C5
F02_0418_0002_1_D,F,F02,0418,0002,1,D,722892,53,65,174.61411571650194,349.2282314330039,F3,F4
F02_0418_0002_2_D,F,F02,0418,0002,2,D,722892,53,65,174.61411571650194,349.2282314330039,F3,F4
F02_0419_0002_1_D,F,F02,0419,0002,1,D,857143,56,73,207.65234878997256,554.3652619537442,G#3,C#5
F02_0419_0002_2_D,F,F02,0419,0002,2,D,857143,56,73,207.65234878997256,554.3652619537442,G#3,C#5
F02_0420_0001_1_D,F,F02,0420,0001,1,D,545455,50,71,146.8323839587038,493.8833012561241,D3,B4
F02_0420_0001_2_D,F,F02,0420,0001,2,D,545455,50,71,146.8323839587038,493.8833012561241,D3,B4
F02_0420_0002_1_D,F,F02,0420,0002,1,D,545455,50,64,146.8323839587038,329.6275569128699,D3,E4
F02_0420_0002_2_D,F,F02,0420,0002,2,D,545455,50,64,146.8323839587038,329.6275569128699,D3,E4
F02_0421_0001_1,F,F02,0421,0001,1,,625000,57,72,220.0,523.2511306011972,A3,C5
F02_0421_0001_2,F,F02,0421,0001,2,,625000,57,72,220.0,523.2511306011972,A3,C5
F02_0421_0002_1,F,F02,0421,0002,1,,625000,60,72,261.6255653005986,523.2511306011972,C4,C5
F02_0421_0002_2,F,F02,0421,0002,2,,625000,60,72,261.6255653005986,523.2511306011972,C4,C5
F02_0422_0001_1,F,F02,0422,0001,1,,400000,57,67,220.0,391.99543598174927,A3,G4
F02_0422_0001_2,F,F02,0422,0001,2,,400000,57,67,220.0,391.99543598174927,A3,G4
F02_0422_0002_1_D,F,F02,0422,0002,1,D,400000,57,67,220.0,391.99543598174927,A3,G4
F02_0422_0002_2_D,F,F02,0422,0002,2,D,400000,57,67,220.0,391.99543598174927,A3,G4
F02_0424_0001_1_D,F,F02,0424,0001,1,D,857143,52,64,164.81377845643496,329.6275569128699,E3,E4
F02_0424_0001_2_D,F,F02,0424,0001,2,D,857143,52,64,164.81377845643496,329.6275569128699,E3,E4
F02_0424_0002_1_D,F,F02,0424,0002,1,D,857143,50,64,146.8323839587038,329.6275569128699,D3,E4
F02_0424_0002_2_D,F,F02,0424,0002,2,D,857143,50,64,146.8323839587038,329.6275569128699,D3,E4
F02_0425_0001_1_D,F,F02,0425,0001,1,D,625000,50,67,146.8323839587038,391.99543598174927,D3,G4
F02_0425_0001_2_D,F,F02,0425,0001,2,D,625000,50,67,146.8323839587038,391.99543598174927,D3,G4
F02_0425_0002_1_D,F,F02,0425,0002,1,D,625000,50,66,146.8323839587038,369.9944227116344,D3,F#4
F02_0425_0002_2_D,F,F02,0425,0002,2,D,625000,50,66,146.8323839587038,369.9944227116344,D3,F#4
F02_0426_0001_1,F,F02,0426,0001,1,,750000,57,65,220.0,349.2282314330039,A3,F4
F02_0426_0001_2,F,F02,0426,0001,2,,750000,57,65,220.0,349.2282314330039,A3,F4
F02_0426_0002_1_D,F,F02,0426,0002,1,D,750000,50,63,146.8323839587038,311.1269837220809,D3,D#4
F02_0426_0002_2_D,F,F02,0426,0002,2,D,750000,50,63,146.8323839587038,311.1269837220809,D3,D#4
F02_0427_0001_2,F,F02,0427,0001,2,,789473,60,74,261.6255653005986,587.3295358348151,C4,D5
F02_0427_0002_1_D,F,F02,0427,0002,1,D,789474,48,64,130.8127826502993,329.6275569128699,C3,E4
F02_0427_0002_2_D,F,F02,0427,0002,2,D,789474,48,64,130.8127826502993,329.6275569128699,C3,E4
F02_0428_0001_1_D,F,F02,0428,0001,1,D,789474,50,65,146.8323839587038,349.2282314330039,D3,F4
F02_0428_0001_2_D,F,F02,0428,0001,2,D,789474,50,65,146.8323839587038,349.2282314330039,D3,F4
F02_0428_0002_1_D,F,F02,0428,0002,1,D,789474,50,65,146.8323839587038,349.2282314330039,D3,F4
F02_0428_0002_2_D,F,F02,0428,0002,2,D,789474,50,65,146.8323839587038,349.2282314330039,D3,F4
F02_0429_0001_1_D,F,F02,0429,0001,1,D,857143,57,72,220.0,523.2511306011972,A3,C5
F02_0429_0002_1_D,F,F02,0429,0002,1,D,857143,52,69,164.81377845643496,440.0,E3,A4
F02_0429_0002_2_D,F,F02,0429,0002,2,D,857143,52,69,164.81377845643496,440.0,E3,A4
F02_0430_0001_1,F,F02,0430,0001,1,,631579,62,72,293.6647679174076,523.2511306011972,D4,C5
F02_0430_0001_2,F,F02,0430,0001,2,,631579,62,72,293.6647679174076,523.2511306011972,D4,C5
F02_0430_0002_1_D,F,F02,0430,0002,1,D,631579,50,64,146.8323839587038,329.6275569128699,D3,E4
F02_0430_0002_2_D,F,F02,0430,0002,2,D,631579,50,64,146.8323839587038,329.6275569128699,D3,E4
F02_0431_0001_1_D,F,F02,0431,0001,1,D,600000,55,67,195.99771799087463,391.99543598174927,G3,G4
F02_0431_0001_2_D,F,F02,0431,0001,2,D,600000,55,67,195.99771799087463,391.99543598174927,G3,G4
F02_0431_0002_1_D,F,F02,0431,0002,1,D,600000,55,67,195.99771799087463,391.99543598174927,G3,G4
F02_0431_0002_2_D,F,F02,0431,0002,2,D,600000,55,67,195.99771799087463,391.99543598174927,G3,G4
F02_0432_0001_1_D,F,F02,0432,0001,1,D,631579,56,68,207.65234878997256,415.3046975799451,G#3,G#4
F02_0432_0001_2_D,F,F02,0432,0001,2,D,631579,56,68,207.65234878997256,415.3046975799451,G#3,G#4
F02_0432_0002_1_D,F,F02,0432,0002,1,D,631579,58,68,233.08188075904496,415.3046975799451,A#3,G#4
F02_0432_0002_2_D,F,F02,0432,0002,2,D,631579,58,68,233.08188075904496,415.3046975799451,A#3,G#4
F02_0433_0001_1_D,F,F02,0433,0001,1,D,750000,52,62,164.81377845643496,293.6647679174076,E3,D4
F02_0433_0001_2_D,F,F02,0433,0001,2,D,750000,52,62,164.81377845643496,293.6647679174076,E3,D4
F02_0433_0002_1_D,F,F02,0433,0002,1,D,750000,52,62,164.81377845643496,293.6647679174076,E3,D4
F02_0433_0002_2_D,F,F02,0433,0002,2,D,750000,52,62,164.81377845643496,293.6647679174076,E3,D4
F02_0434_0001_1_D,F,F02,0434,0001,1,D,869565,49,59,138.59131548843604,246.94165062806206,C#3,B3
F02_0434_0001_2_D,F,F02,0434,0001,2,D,869565,49,59,138.59131548843604,246.94165062806206,C#3,B3
F02_0434_0002_1_D,F,F02,0434,0002,1,D,869565,56,66,207.65234878997256,369.9944227116344,G#3,F#4
F02_0434_0002_2_D,F,F02,0434,0002,2,D,869565,56,66,207.65234878997256,369.9944227116344,G#3,F#4
F02_0435_0001_1_D,F,F02,0435,0001,1,D,625000,46,67,116.54094037952248,391.99543598174927,A#2,G4
F02_0435_0001_2_D,F,F02,0435,0001,2,D,625000,46,67,116.54094037952248,391.99543598174927,A#2,G4
F02_0435_0002_1_D,F,F02,0435,0002,1,D,625000,58,74,233.08188075904496,587.3295358348151,A#3,D5
F02_0435_0002_2_D,F,F02,0435,0002,2,D,625000,58,74,233.08188075904496,587.3295358348151,A#3,D5
F02_0436_0001_2_D,F,F02,0436,0001,2,D,600000,62,74,293.6647679174076,587.3295358348151,D4,D5
F02_0436_0002_1_D,F,F02,0436,0002,1,D,600000,50,62,146.8323839587038,293.6647679174076,D3,D4
F02_0436_0002_2_D,F,F02,0436,0002,2,D,600000,50,62,146.8323839587038,293.6647679174076,D3,D4
F02_0437_0001_1,F,F02,0437,0001,1,,631579,57,69,220.0,440.0,A3,A4
F02_0437_0001_2,F,F02,0437,0001,2,,631579,57,69,220.0,440.0,A3,A4
F02_0438_0001_1_D,F,F02,0438,0001,1,D,600000,55,67,195.99771799087463,391.99543598174927,G3,G4
F02_0438_0001_2_D,F,F02,0438,0001,2,D,600000,55,67,195.99771799087463,391.99543598174927,G3,G4
F02_0438_0002_1_D,F,F02,0438,0002,1,D,600000,55,69,195.99771799087463,440.0,G3,A4
F02_0438_0002_2_D,F,F02,0438,0002,2,D,600000,55,69,195.99771799087463,440.0,G3,A4
F02_0439_0001_1_D,F,F02,0439,0001,1,D,652174,57,64,220.0,329.6275569128699,A3,E4
F02_0439_0001_2_D,F,F02,0439,0001,2,D,652174,57,64,220.0,329.6275569128699,A3,E4
F02_0439_0002_1_D,F,F02,0439,0002,1,D,652174,55,64,195.99771799087463,329.6275569128699,G3,E4
F02_0439_0002_2_D,F,F02,0439,0002,2,D,652174,55,64,195.99771799087463,329.6275569128699,G3,E4
F02_0440_0002_1_D,F,F02,0440,0002,1,D,750000,53,65,174.61411571650194,349.2282314330039,F3,F4
F02_0440_0002_2_D,F,F02,0440,0002,2,D,750000,53,65,174.61411571650194,349.2282314330039,F3,F4
F02_0441_0001_1_D,F,F02,0441,0001,1,D,652174,55,67,195.99771799087463,391.99543598174927,G3,G4
F02_0441_0001_2_D,F,F02,0441,0001,2,D,652174,55,67,195.99771799087463,391.99543598174927,G3,G4
F02_0441_0002_1_D,F,F02,0441,0002,1,D,652174,60,72,261.6255653005986,523.2511306011972,C4,C5
F02_0441_0002_2_D,F,F02,0441,0002,2,D,652174,60,72,261.6255653005986,523.2511306011972,C4,C5
F02_0442_0001_1_D,F,F02,0442,0001,1,D,769231,57,69,220.0,440.0,A3,A4
F02_0442_0001_2_D,F,F02,0442,0001,2,D,769231,57,69,220.0,440.0,A3,A4
F02_0442_0002_1_D,F,F02,0442,0002,1,D,769231,53,69,174.61411571650194,440.0,F3,A4
F02_0442_0002_2_D,F,F02,0442,0002,2,D,769231,53,69,174.61411571650194,440.0,F3,A4
F02_0443_0001_1_D,F,F02,0443,0001,1,D,789474,55,67,195.99771799087463,391.99543598174927,G3,G4
F02_0443_0001_2_D,F,F02,0443,0001,2,D,789474,55,67,195.99771799087463,391.99543598174927,G3,G4
F02_0443_0002_1_D,F,F02,0443,0002,1,D,789474,55,67,195.99771799087463,391.99543598174927,G3,G4
F02_0443_0002_2_D,F,F02,0443,0002,2,D,789474,55,67,195.99771799087463,391.99543598174927,G3,G4
F02_0444_0001_1_D,F,F02,0444,0001,1,D,810811,55,71,195.99771799087463,493.8833012561241,G3,B4
F02_0444_0001_2_D,F,F02,0444,0001,2,D,810811,55,71,195.99771799087463,493.8833012561241,G3,B4
F02_0444_0002_1_D,F,F02,0444,0002,1,D,810811,60,72,261.6255653005986,523.2511306011972,C4,C5
F02_0444_0002_2_D,F,F02,0444,0002,2,D,810811,60,72,261.6255653005986,523.2511306011972,C4,C5
F02_0445_0001_1_D,F,F02,0445,0001,1,D,923077,51,60,155.56349186104046,261.6255653005986,D#3,C4
F02_0445_0001_2_D,F,F02,0445,0001,2,D,923077,51,60,155.56349186104046,261.6255653005986,D#3,C4
F02_0445_0002_1_D,F,F02,0445,0002,1,D,923077,63,74,311.1269837220809,587.3295358348151,D#4,D5
F02_0445_0002_2_D,F,F02,0445,0002,2,D,923077,63,74,311.1269837220809,587.3295358348151,D#4,D5
F02_0446_0001_1_D,F,F02,0446,0001,1,D,659341,52,67,164.81377845643496,391.99543598174927,E3,G4
F02_0446_0001_2_D,F,F02,0446,0001,2,D,659341,52,67,164.81377845643496,391.99543598174927,E3,G4
F02_0446_0002_1_D,F,F02,0446,0002,1,D,659341,57,69,220.0,440.0,A3,A4
F02_0446_0002_2_D,F,F02,0446,0002,2,D,659341,57,69,220.0,440.0,A3,A4
F02_0447_0001_1_D,F,F02,0447,0001,1,D,769231,55,69,195.99771799087463,440.0,G3,A4
F02_0447_0001_2_D,F,F02,0447,0001,2,D,769231,55,69,195.99771799087463,440.0,G3,A4
F02_0447_0002_1_D,F,F02,0447,0002,1,D,769231,55,64,195.99771799087463,329.6275569128699,G3,E4
F02_0447_0002_2_D,F,F02,0447,0002,2,D,769231,55,64,195.99771799087463,329.6275569128699,G3,E4
F02_0448_0001_1,F,F02,0448,0001,1,,810811,59,68,246.94165062806206,415.3046975799451,B3,G#4
F02_0448_0001_2,F,F02,0448,0001,2,,810811,59,68,246.94165062806206,415.3046975799451,B3,G#4
F02_0448_0002_1,F,F02,0448,0002,1,,810811,59,68,246.94165062806206,415.3046975799451,B3,G#4
F02_0448_0002_2,F,F02,0448,0002,2,,810811,59,68,246.94165062806206,415.3046975799451,B3,G#4
F02_0449_0001_1_D,F,F02,0449,0001,1,D,652174,55,69,195.99771799087463,440.0,G3,A4
F02_0449_0001_2_D,F,F02,0449,0001,2,D,652174,55,69,195.99771799087463,440.0,G3,A4
F02_0449_0002_1_D,F,F02,0449,0002,1,D,652174,52,69,164.81377845643496,440.0,E3,A4
F02_0449_0002_2_D,F,F02,0449,0002,2,D,652174,52,69,164.81377845643496,440.0,E3,A4
F02_0450_0001_1,F,F02,0450,0001,1,,882353,61,73,277.1826309768721,554.3652619537442,C#4,C#5
F02_0450_0001_2,F,F02,0450,0001,2,,882353,61,73,277.1826309768721,554.3652619537442,C#4,C#5
F02_0450_0002_1_D,F,F02,0450,0002,1,D,882353,54,68,184.9972113558172,415.3046975799451,F#3,G#4
F02_0450_0002_2_D,F,F02,0450,0002,2,D,882353,54,68,184.9972113558172,415.3046975799451,F#3,G#4
F02_0451_0001_1_D,F,F02,0451,0001,1,D,461538,53,70,174.61411571650194,466.1637615180899,F3,A#4
F02_0451_0001_2_D,F,F02,0451,0001,2,D,461538,53,70,174.61411571650194,466.1637615180899,F3,A#4
F02_0451_0002_1_D,F,F02,0451,0002,1,D,461538,58,68,233.08188075904496,415.3046975799451,A#3,G#4
F02_0451_0002_2_D,F,F02,0451,0002,2,D,461538,58,68,233.08188075904496,415.3046975799451,A#3,G#4
F03_0001_0001_1,F,F03,0001,0001,1,,500000,72,84,523.2511306011972,1046.5022612023945,C5,C6
F03_0001_0001_2,F,F03,0001,0001,2,,500000,72,84,523.2511306011972,1046.5022612023945,C5,C6
F03_0002_0001_1,F,F03,0002,0001,1,,625000,62,69,293.6647679174076,440.0,D4,A4
F03_0002_0001_2,F,F03,0002,0001,2,,625000,62,69,293.6647679174076,440.0,D4,A4
F03_0003_0001_1_D,F,F03,0003,0001,1,D,500000,60,67,261.6255653005986,391.99543598174927,C4,G4
F03_0003_0001_2,F,F03,0003,0001,2,,500000,72,79,523.2511306011972,783.9908719634985,C5,G5
F03_0004_0001_1_D,F,F03,0004,0001,1,D,500000,60,72,261.6255653005986,523.2511306011972,C4,C5
F03_0004_0001_2_D,F,F03,0004,0001,2,D,500000,60,72,261.6255653005986,523.2511306011972,C4,C5
F03_0005_0001_2,F,F03,0005,0001,2,,625000,60,72,261.6255653005986,523.2511306011972,C4,C5
F03_0007_0001_1,F,F03,0007,0001,1,,625000,60,67,261.6255653005986,391.99543598174927,C4,G4
F03_0007_0001_2,F,F03,0007,0001,2,,625000,60,67,261.6255653005986,391.99543598174927,C4,G4
F03_0008_0001_1,F,F03,0008,0001,1,,500000,60,67,261.6255653005986,391.99543598174927,C4,G4
F03_0009_0001_1_D,F,F03,0009,0001,1,D,625000,60,69,261.6255653005986,440.0,C4,A4
F03_0009_0001_2_D,F,F03,0009,0001,2,D,625000,60,69,261.6255653005986,440.0,C4,A4
F03_0010_0001_2,F,F03,0010,0001,2,,625000,60,69,261.6255653005986,440.0,C4,A4
F03_0011_0001_1,F,F03,0011,0001,1,,652174,60,67,261.6255653005986,391.99543598174927,C4,G4
F03_0011_0001_2,F,F03,0011,0001,2,,652174,60,67,261.6255653005986,391.99543598174927,C4,G4
F03_0013_0001_1_D,F,F03,0013,0001,1,D,500000,55,67,195.99771799087463,391.99543598174927,G3,G4
F03_0013_0001_2_D,F,F03,0013,0001,2,D,500000,55,67,195.99771799087463,391.99543598174927,G3,G4
F03_0014_0001_1,F,F03,0014,0001,1,,500000,60,64,261.6255653005986,329.6275569128699,C4,E4
F03_0015_0001_1,F,F03,0015,0001,1,,625000,60,67,261.6255653005986,391.99543598174927,C4,G4
F03_0016_0001_1,F,F03,0016,0001,1,,652174,60,69,261.6255653005986,440.0,C4,A4
F03_0016_0001_2,F,F03,0016,0001,2,,652174,60,69,261.6255653005986,440.0,C4,A4
F03_0016_0002_1_D,F,F03,0016,0002,1,D,652174,60,69,261.6255653005986,440.0,C4,A4
F03_0016_0002_2_D,F,F03,0016,0002,2,D,652174,60,69,261.6255653005986,440.0,C4,A4
F03_0017_0001_1,F,F03,0017,0001,1,,625000,62,70,293.6647679174076,466.1637615180899,D4,A#4
F03_0018_0001_1_D,F,F03,0018,0001,1,D,600000,57,69,220.0,440.0,A3,A4
F03_0018_0001_2,F,F03,0018,0001,2,,600000,69,81,440.0,880.0,A4,A5
F03_0018_0001_2_D,F,F03,0018,0001,2,D,600000,57,69,220.0,440.0,A3,A4
F03_0018_0002_1_D,F,F03,0018,0002,1,D,600000,52,69,164.81377845643496,440.0,E3,A4
F03_0020_0001_1,F,F03,0020,0001,1,,428571,58,75,233.08188075904496,622.2539674441618,A#3,D#5
F03_0020_0002_1,F,F03,0020,0002,1,,428571,62,79,293.6647679174076,783.9908719634985,D4,G5
F03_0021_0001_1_D,F,F03,0021,0001,1,D,625000,60,67,261.6255653005986,391.99543598174927,C4,G4
F03_0021_0001_2_D,F,F03,0021,0001,2,D,625000,60,67,261.6255653005986,391.99543598174927,C4,G4
F03_0022_0001_1_D,F,F03,0022,0001,1,D,625000,52,69,164.81377845643496,440.0,E3,A4
F03_0022_0001_2_D,F,F03,0022,0001,2,D,625000,52,69,164.81377845643496,440.0,E3,A4
F03_0023_0001_1_D,F,F03,0023,0001,1,D,625000,60,64,261.6255653005986,329.6275569128699,C4,E4
F03_0023_0001_2_D,F,F03,0023,0001,2,D,625000,60,64,261.6255653005986,329.6275569128699,C4,E4
F03_0024_0001_1,F,F03,0024,0001,1,,869565,64,76,329.6275569128699,659.2551138257398,E4,E5
F03_0024_0003_1_D,F,F03,0024,0003,1,D,869565,52,66,164.81377845643496,369.9944227116344,E3,F#4
F03_0025_0001_1,F,F03,0025,0001,1,,625000,60,72,261.6255653005986,523.2511306011972,C4,C5
F03_0025_0002_1,F,F03,0025,0002,1,,625000,60,72,261.6255653005986,523.2511306011972,C4,C5
F03_0026_0001_1,F,F03,0026,0001,1,,625000,60,72,261.6255653005986,523.2511306011972,C4,C5
F03_0026_0001_2,F,F03,0026,0001,2,,625000,60,72,261.6255653005986,523.2511306011972,C4,C5
F03_0026_0002_1,F,F03,0026,0002,1,,625000,60,69,261.6255653005986,440.0,C4,A4
F03_0028_0001_1_D,F,F03,0028,0001,1,D,625000,58,70,233.08188075904496,466.1637615180899,A#3,A#4
F03_0028_0001_2_D,F,F03,0028,0001,2,D,625000,58,70,233.08188075904496,466.1637615180899,A#3,A#4
F03_0028_0002_1_D,F,F03,0028,0002,1,D,625000,57,70,220.0,466.1637615180899,A3,A#4
F03_0028_0002_2_D,F,F03,0028,0002,2,D,625000,57,70,220.0,466.1637615180899,A3,A#4
F03_0028_0003_1_D,F,F03,0028,0003,1,D,625000,58,70,233.08188075904496,466.1637615180899,A#3,A#4
F03_0028_0003_2_D,F,F03,0028,0003,2,D,625000,58,70,233.08188075904496,466.1637615180899,A#3,A#4
F03_0028_0004_1_D,F,F03,0028,0004,1,D,625000,57,70,220.0,466.1637615180899,A3,A#4
F03_0028_0004_2_D,F,F03,0028,0004,2,D,625000,57,70,220.0,466.1637615180899,A3,A#4
F03_0029_0001_1_D,F,F03,0029,0001,1,D,545455,55,71,195.99771799087463,493.8833012561241,G3,B4
F03_0029_0001_2_D,F,F03,0029,0001,2,D,545455,55,71,195.99771799087463,493.8833012561241,G3,B4
F03_0029_0002_1_D,F,F03,0029,0002,1,D,545455,55,71,195.99771799087463,493.8833012561241,G3,B4
F03_0029_0002_2_D,F,F03,0029,0002,2,D,545455,55,71,195.99771799087463,493.8833012561241,G3,B4
F03_0030_0001_1,F,F03,0030,0001,1,,500000,60,72,261.6255653005986,523.2511306011972,C4,C5
F03_0032_0001_1,F,F03,0032,0001,1,,625000,60,70,261.6255653005986,466.1637615180899,C4,A#4
F03_0032_0001_2,F,F03,0032,0001,2,,625000,60,70,261.6255653005986,466.1637615180899,C4,A#4
F03_0034_0001_1_D,F,F03,0034,0001,1,D,625000,58,70,233.08188075904496,466.1637615180899,A#3,A#4
F03_0034_0001_2_D,F,F03,0034,0001,2,D,625000,58,70,233.08188075904496,466.1637615180899,A#3,A#4
F03_0034_0002_1_D,F,F03,0034,0002,1,D,625000,58,70,233.08188075904496,466.1637615180899,A#3,A#4
F03_0034_0002_2_D,F,F03,0034,0002,2,D,625000,58,70,233.08188075904496,466.1637615180899,A#3,A#4
F03_0035_0001_1_D,F,F03,0035,0001,1,D,468750,60,72,261.6255653005986,523.2511306011972,C4,C5
F03_0035_0001_2_D,F,F03,0035,0001,2,D,468750,60,72,261.6255653005986,523.2511306011972,C4,C5
F03_0035_0002_1_D,F,F03,0035,0002,1,D,468750,60,72,261.6255653005986,523.2511306011972,C4,C5
F03_0035_0002_2_D,F,F03,0035,0002,2,D,468750,60,72,261.6255653005986,523.2511306011972,C4,C5
F03_0036_0001_2,F,F03,0036,0001,2,,500000,60,72,261.6255653005986,523.2511306011972,C4,C5
F03_0036_0002_1,F,F03,0036,0002,1,,500000,60,72,261.6255653005986,523.2511306011972,C4,C5
F03_0036_0002_2,F,F03,0036,0002,2,,500000,60,72,261.6255653005986,523.2511306011972,C4,C5
F03_0037_0001_1_D,F,F03,0037,0001,1,D,545455,60,76,261.6255653005986,659.2551138257398,C4,E5
F03_0037_0001_2_D,F,F03,0037,0001,2,D,545455,60,76,261.6255653005986,659.2551138257398,C4,E5
F03_0038_0001_1_D,F,F03,0038,0001,1,D,625000,60,69,261.6255653005986,440.0,C4,A4
F03_0038_0001_2_D,F,F03,0038,0001,2,D,625000,60,69,261.6255653005986,440.0,C4,A4
F03_0038_0002_1_D,F,F03,0038,0002,1,D,625000,60,72,261.6255653005986,523.2511306011972,C4,C5
F03_0038_0002_2_D,F,F03,0038,0002,2,D,625000,60,72,261.6255653005986,523.2511306011972,C4,C5
F03_0039_0001_1_D,F,F03,0039,0001,1,D,555556,60,69,261.6255653005986,440.0,C4,A4
F03_0039_0002_1_D,F,F03,0039,0002,1,D,555556,57,71,220.0,493.8833012561241,A3,B4
F03_0039_0002_2_D,F,F03,0039,0002,2,D,555556,57,71,220.0,493.8833012561241,A3,B4
F03_0040_0001_1_D,F,F03,0040,0001,1,D,545455,57,67,220.0,391.99543598174927,A3,G4
F03_0040_0001_2_D,F,F03,0040,0001,2,D,545455,57,67,220.0,391.99543598174927,A3,G4
F03_0040_0002_1_D,F,F03,0040,0002,1,D,545455,59,72,246.94165062806206,523.2511306011972,B3,C5
F03_0040_0002_2_D,F,F03,0040,0002,2,D,545455,59,72,246.94165062806206,523.2511306011972,B3,C5
F03_0043_0001_2_D,F,F03,0043,0001,2,D,681818,57,67,220.0,391.99543598174927,A3,G4
F03_0045_0001_2_D,F,F03,0045,0001,2,D,857143,54,68,184.9972113558172,415.3046975799451,F#3,G#4
F03_0047_0001_1_D,F,F03,0047,0001,1,D,625000,60,74,261.6255653005986,587.3295358348151,C4,D5
F03_0048_0001_1_D,F,F03,0048,0001,1,D,625000,52,67,164.81377845643496,391.99543598174927,E3,G4
F03_0048_0001_2_D,F,F03,0048,0001,2,D,625000,52,67,164.81377845643496,391.99543598174927,E3,G4
F03_0048_0002_1_D,F,F03,0048,0002,1,D,625000,57,69,220.0,440.0,A3,A4
F03_0048_0002_2_D,F,F03,0048,0002,2,D,625000,57,69,220.0,440.0,A3,A4
F03_0052_0001_1,F,F03,0052,0001,1,,625000,62,69,293.6647679174076,440.0,D4,A4
F03_0052_0001_2,F,F03,0052,0001,2,,625000,62,69,293.6647679174076,440.0,D4,A4
F03_0052_0002_2,F,F03,0052,0002,2,,625000,69,74,440.0,587.3295358348151,A4,D5
F03_0053_0001_1,F,F03,0053,0001,1,,500000,65,72,349.2282314330039,523.2511306011972,F4,C5
F03_0054_0001_1,F,F03,0054,0001,1,,500000,60,69,261.6255653005986,440.0,C4,A4
F03_0054_0001_2,F,F03,0054,0001,2,,500000,60,69,261.6255653005986,440.0,C4,A4
F03_0055_0001_1_D,F,F03,0055,0001,1,D,625000,68,74,415.3046975799451,587.3295358348151,G#4,D5
F03_0056_0001_1_D,F,F03,0056,0001,1,D,555556,57,67,220.0,391.99543598174927,A3,G4
F03_0056_0001_2_D,F,F03,0056,0001,2,D,555556,57,67,220.0,391.99543598174927,A3,G4
F03_0057_0001_1_D,F,F03,0057,0001,1,D,600000,55,72,195.99771799087463,523.2511306011972,G3,C5
F03_0057_0001_2_D,F,F03,0057,0001,2,D,600000,55,72,195.99771799087463,523.2511306011972,G3,C5
F03_0057_0002_1_D,F,F03,0057,0002,1,D,600000,55,72,195.99771799087463,523.2511306011972,G3,C5
F03_0057_0002_2_D,F,F03,0057,0002,2,D,600000,55,72,195.99771799087463,523.2511306011972,G3,C5
F03_0058_0001_1_D,F,F03,0058,0001,1,D,857143,55,69,195.99771799087463,440.0,G3,A4
F03_0058_0001_2_D,F,F03,0058,0001,2,D,857143,55,69,195.99771799087463,440.0,G3,A4
F03_0059_0001_1_D,F,F03,0059,0001,1,D,625000,55,67,195.99771799087463,391.99543598174927,G3,G4
F03_0059_0001_2_D,F,F03,0059,0001,2,D,625000,55,67,195.99771799087463,391.99543598174927,G3,G4
F03_0060_0001_1_D,F,F03,0060,0001,1,D,500000,54,62,184.9972113558172,293.6647679174076,F#3,D4
F03_0060_0001_2_D,F,F03,0060,0001,2,D,500000,54,62,184.9972113558172,293.6647679174076,F#3,D4
F03_0061_0001_1_D,F,F03,0061,0001,1,D,731707,55,67,195.99771799087463,391.99543598174927,G3,G4
F03_0061_0001_2_D,F,F03,0061,0001,2,D,731707,55,67,195.99771799087463,391.99543598174927,G3,G4
F03_0063_0001_1_D,F,F03,0063,0001,1,D,571429,55,67,195.99771799087463,391.99543598174927,G3,G4
F03_0063_0001_2_D,F,F03,0063,0001,2,D,571429,55,67,195.99771799087463,391.99543598174927,G3,G4
F03_0063_0003_1,F,F03,0063,0003,1,,571429,62,74,293.6647679174076,587.3295358348151,D4,D5
F03_0065_0001_1_D,F,F03,0065,0001,1,D,625000,57,69,220.0,440.0,A3,A4
F03_0065_0001_2_D,F,F03,0065,0001,2,D,625000,57,69,220.0,440.0,A3,A4
F03_0065_0002_2_D,F,F03,0065,0002,2,D,625000,62,72,293.6647679174076,523.2511306011972,D4,C5
F03_0066_0001_1_D,F,F03,0066,0001,1,D,571429,60,71,261.6255653005986,493.8833012561241,C4,B4
F03_0066_0001_2_D,F,F03,0066,0001,2,D,571429,60,71,261.6255653005986,493.8833012561241,C4,B4
F03_0066_0002_1_D,F,F03,0066,0002,1,D,571429,60,74,261.6255653005986,587.3295358348151,C4,D5
F03_0066_0002_2_D,F,F03,0066,0002,2,D,571429,60,74,261.6255653005986,587.3295358348151,C4,D5
F03_0070_0001_1_D,F,F03,0070,0001,1,D,833333,62,74,293.6647679174076,587.3295358348151,D4,D5
F03_0072_0001_1_D,F,F03,0072,0001,1,D,666667,59,76,246.94165062806206,659.2551138257398,B3,E5
F03_0074_0001_2_D,F,F03,0074,0001,2,D,571429,62,71,293.6647679174076,493.8833012561241,D4,B4
F03_0075_0001_1_D,F,F03,0075,0001,1,D,500000,57,68,220.0,415.3046975799451,A3,G#4
F03_0075_0001_2_D,F,F03,0075,0001,2,D,500000,57,68,220.0,415.3046975799451,A3,G#4
F03_0077_0002_1_D,F,F03,0077,0002,1,D,666667,55,65,195.99771799087463,349.2282314330039,G3,F4
